COD_UF,COD_MUNICIPIO,COD_DISTRITO,COD_SUBDISTRITO,SITUACAO,NOM_TIPO_SEGLOGR,NOM_TITULO_SEGLOGR,NOM_SEGLOGR,NUM_ENDERECO,DSC_MODIFICADOR,NOM_COMP_ELEM1,VAL_COMP_ELEM1,NOM_COMP_ELEM2,VAL_COMP_ELEM2,NOM_COMP_ELEM3,VAL_COMP_ELEM3,NOM_COMP_ELEM4,VAL_COMP_ELEM4,NOM_COMP_ELEM5,VAL_COMP_ELEM5,LATITUDE,LONGITUDE,ALTITUDE,DSC_LOCALIDADE,COD_ESPECIE,CEP
31,9006,5,0,2,RODOVIA,,50,,SN,,,,,,,,,,,-20.215283333333332,-44.192456666666665,887.0,EIXO QUEBRADO,3,35460000
31,9006,5,0,2,ESTRADA,,DE CAJU,,SN,LADO,DIREITO,,,,,,,,,-20.195393333333335,-44.183434999999996,786.0,CAJU,3,35460000
31,9006,5,0,2,ESTRADA,,DE CAJU,,SN,LADO,DIREITO,,,,,,,,,-20.19869663888889,-44.182894999999995,816.0,CAJU,3,35460000
31,9006,5,0,2,ESTRADA,,DE CAJU,,SN,,,,,,,,,,,-20.186278333333334,-44.188561666666665,799.0,CAJU,3,35460000
31,9006,5,0,2,ESTRADA,,MG 040,,SN,,,,,,,,,,,-20.216006666666665,-44.195771638888885,862.0,LAJINHA,3,35460000
31,9006,5,0,2,ESTRADA,,MG 040,,SN,,,,,,,,,,,-20.213329972222223,-44.19389497222222,901.0,LAJINHA,3,35460000
31,9006,5,0,2,ESTRADA,,MG 040,,SN,,,,,,,,,,,-20.172639972222225,-44.186748305555554,818.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,MG 040,,SN,,,,,,,,,,,-20.170021666666667,-44.18924666666666,846.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,MG 040,,SN,,,,,,,,,,,-20.218411666666665,-44.19820333333333,850.0,LAJINHA,3,35460000
31,9006,5,0,2,ESTRADA,,MG 040,,SN,,,,,,,,,,,-20.224868305555553,-44.19622497222222,846.0,EIXO QUEBRADO,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.194356638888888,-44.21770166666667,834.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.214678305555555,-44.21310166666667,781.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.21595163888889,-44.214201638888895,792.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,45.0,,,,,,,,,,,,-20.18319166666667,-44.21091663888889,823.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.21182497222222,-44.210420000000006,789.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,990.0,,,,,,,,,,,,-20.177945,-44.21277333333334,768.0,SOARES,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.186254972222223,-44.213618333333336,780.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.175626666666666,-44.21783330555556,736.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.19503163888889,-44.21825330555556,833.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.20262163888889,-44.21145330555556,771.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.206254972222222,-44.20992833333334,775.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.200029999999998,-44.209633333333336,776.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.20674497222222,-44.20136333333333,861.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.194326666666665,-44.217733333333335,827.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.175943305555556,-44.216840000000005,739.0,SOARES,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.174329972222225,-44.216300000000004,737.0,SOARES,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.178854972222222,-44.21852163888889,745.0,SOARES,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.222025,-44.20897666666667,784.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA AGUAS CLARAS,,SN,,,,,,,,,,,-20.223444999999998,-44.20756333333333,787.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA GUARIBAS,,SN,LADO,DIREITO,,,,,,,,,-20.180163333333333,-44.19597997222222,768.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA GUARIBAS,,SN,,,,,,,,,,,-20.17921666666667,-44.19507330555555,796.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA GUARIBAS,,SN,,,,,,,,,,,-20.227625,-44.22958833333333,867.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA GUARIBAS,,SN,,,,,,,,,,,-20.17338163888889,-44.20330333333334,785.0,CACHOEIRA DOS PAPUDOS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA GUARIBAS,,SN,,,,,,,,,,,-20.18189166666667,-44.19280497222222,817.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA GUARIBAS,,SN,,,,,,,,,,,-20.183768333333333,-44.19154666666666,785.0,GUARIBAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA SOARES,14.0,,SITIO,,,,,,,,,,-20.163751666666666,-44.21389663888889,758.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA SOARES,249.0,,,,,,,,,,,,-20.16481497222222,-44.21531663888889,742.0,SOARES,3,35460000
31,9006,5,0,2,ESTRADA,,PARA SOARES,534.0,,,,,,,,,,,,-20.17372166666667,-44.21573163888889,749.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA SOARES,,SN,,,,,,,,,,,-20.1633,-44.21670666666667,736.0,SOARES,3,35460000
31,9006,5,0,2,RUA,,DOIS,99.0,,,,,,,,,,,,-20.216621666666665,-44.20821497222222,792.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA MATO DENTRO,,SN,,,,,,,,,,,-20.207461638888887,-44.21441166666667,789.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA MATO DENTRO,,SN,,,,,,,,,,,-20.20711,-44.21305666666667,783.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA MATO DENTRO,,SN,,,,,,,,,,,-20.20572163888889,-44.21885830555556,794.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA MATO DENTRO,,SN,,,,,,,,,,,-20.20826,-44.219051666666665,785.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA MATO DENTRO,,SN,,,,,,,,,,,-20.217425,-44.225304972222226,842.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA MATO DENTRO,,SN,,,,,,,,,,,-20.211653305555554,-44.22387163888889,805.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,RUA,,B,,SN,,,,,,,,,,,-20.17118163888889,-44.20332330555556,777.0,CACHOEIRA DOS PAPUDOS,3,35460000
31,9006,5,0,2,RUA,,B,,SN,,,,,,,,,,,-20.169778305555557,-44.206030000000005,756.0,CACHOEIRA DOS PAPUDOS,3,35460000
31,9006,5,0,2,ESTRADA,,PARA RIO MANSO,,SN,,,,,,,,,,,-20.221083305555553,-44.233556666666665,881.0,AGUAS CLARAS,3,35460000
31,9006,5,0,2,ESTRADA,,VALONGO,,SN,,,,,,,,,,,-20.19910163888889,-44.23507497222222,885.0,VALONGO MATO DENTRO,3,35460000
31,9006,5,0,2,ESTRADA,,VALONGO,,SN,,,,,,,,,,,-20.182938305555556,-44.232895,851.0,VALONGO MATO DENTRO,3,35460000
31,9006,5,0,2,ESTRADA,,VALONGO,,SN,,,,,,,,,,,-20.18131166666667,-44.23238,847.0,VALONGO MATO DENTRO,3,35460000
